<<<<<<< HEAD
Ticker;Name;Sector;Asset Class;Location;Exchange
AEE;AMEREN CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
DOV;DOVER CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
HSY;HERSHEY FOODS;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
IRM;IRON MOUNTAIN INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
PPL;PPL CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
HBAN;HUNTINGTON BANCSHARES INC;Financials;Equity;United States;NASDAQ
TSCO;TRACTOR SUPPLY;Consumer Discretionary;Equity;United States;NASDAQ
USD;USD CASH;Cash and/or Derivatives;Cash;United States;--
ASTS;AST SPACEMOBILE INC CLASS A;Communication;Equity;United States;NASDAQ
HUBB;HUBBELL INC;Industrials;Equity;United States;New York Stock Exchange Inc.
LITE;LUMENTUM HOLDINGS INC;Information Technology;Equity;United States;NASDAQ
FLUT;FLUTTER ENTERTAINMENT PLC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
PPG;PPG INDUSTRIES INC;Materials;Equity;United States;New York Stock Exchange Inc.
SYF;SYNCHRONY FINANCIAL;Financials;Equity;United States;New York Stock Exchange Inc.
ATO;ATMOS ENERGY CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
TPR;TAPESTRY INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CPNG;COUPANG INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CSGP;COSTAR GROUP INC;Real Estate;Equity;United States;NASDAQ
JBL;JABIL INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
ON;ON SEMICONDUCTOR CORP;Information Technology;Equity;United States;NASDAQ
CNP;CENTERPOINT ENERGY INC;Utilities;Equity;United States;New York Stock Exchange Inc.
FE;FIRSTENERGY CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
BIIB;BIOGEN INC;Health Care;Equity;United States;NASDAQ
STE;STERIS;Health Care;Equity;United States;New York Stock Exchange Inc.
RF;REGIONS FINANCIAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
ES;EVERSOURCE ENERGY;Utilities;Equity;United States;New York Stock Exchange Inc.
STLD;STEEL DYNAMICS INC;Materials;Equity;United States;NASDAQ
AWK;AMERICAN WATER WORKS INC;Utilities;Equity;United States;New York Stock Exchange Inc.
MKL;MARKEL GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
EFX;EQUIFAX INC;Industrials;Equity;United States;New York Stock Exchange Inc.
DVN;DEVON ENERGY CORP;Energy;Equity;United States;New York Stock Exchange Inc.
EXE;EXPAND ENERGY CORP;Energy;Equity;United States;NASDAQ
PHM;PULTEGROUP INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CW;CURTISS WRIGHT CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
AVB;AVALONBAY COMMUNITIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
ZM;ZOOM COMMUNICATIONS INC CLASS A;Information Technology;Equity;United States;NASDAQ
WSM;WILLIAMS SONOMA INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
OMC;OMNICOM GROUP INC;Communication;Equity;United States;New York Stock Exchange Inc.
FLEX;FLEX LTD;Information Technology;Equity;United States;NASDAQ
CINF;CINCINNATI FINANCIAL CORP;Financials;Equity;United States;NASDAQ
RGLD;ROYAL GOLD INC;Materials;Equity;United States;NASDAQ
LDOS;LEIDOS HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
EIX;EDISON INTERNATIONAL;Utilities;Equity;United States;New York Stock Exchange Inc.
GIS;GENERAL MILLS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
ILMN;ILLUMINA INC;Health Care;Equity;United States;NASDAQ
HUM;HUMANA INC;Health Care;Equity;United States;New York Stock Exchange Inc.
RDDT;REDDIT INC CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
EQR;EQUITY RESIDENTIAL REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
VLTO;VERALTO CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
DRI;DARDEN RESTAURANTS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
LYV;LIVE NATION ENTERTAINMENT INC;Communication;Equity;United States;New York Stock Exchange Inc.
FTI;TECHNIPFMC PLC;Energy;Equity;United States;New York Stock Exchange Inc.
CHRW;CH ROBINSON WORLDWIDE INC;Industrials;Equity;United States;NASDAQ
BR;BROADRIDGE FINANCIAL SOLUTIONS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
LH;LABCORP HOLDINGS INC;Health Care;Equity;United States;New York Stock Exchange Inc.
TROW;T ROWE PRICE GROUP INC;Financials;Equity;United States;NASDAQ
LEN;LENNAR A CORP CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
LUV;SOUTHWEST AIRLINES;Industrials;Equity;United States;New York Stock Exchange Inc.
CASY;CASEYS GENERAL STORES INC;Consumer Staples;Equity;United States;NASDAQ
FSLR;FIRST SOLAR INC;Information Technology;Equity;United States;NASDAQ
DLTR;DOLLAR TREE INC;Consumer Staples;Equity;United States;NASDAQ
CHD;CHURCH AND DWIGHT INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
EXPD;EXPEDITORS INTERNATIONAL OF WASHIN;Industrials;Equity;United States;New York Stock Exchange Inc.
PSTG;PURE STORAGE INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
STZ;CONSTELLATION BRANDS INC CLASS A;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
WAT;WATERS CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
CPAY;CORPAY INC;Financials;Equity;United States;New York Stock Exchange Inc.
SW;SMURFIT WESTROCK PLC;Materials;Equity;United States;New York Stock Exchange Inc.
QSR;RESTAURANTS BRANDS INTERNATIONAL I;Consumer Discretionary;Equity;Canada;New York Stock Exchange Inc.
RBA;RB GLOBAL INC;Industrials;Equity;Canada;New York Stock Exchange Inc.
CNC;CENTENE CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
CTRA;COTERRA ENERGY INC;Energy;Equity;United States;New York Stock Exchange Inc.
CMS;CMS ENERGY CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
PFG;PRINCIPAL FINANCIAL GROUP INC;Financials;Equity;United States;NASDAQ
ALB;ALBEMARLE CORP;Materials;Equity;United States;New York Stock Exchange Inc.
NI;NISOURCE INC;Utilities;Equity;United States;New York Stock Exchange Inc.
Q;QNITY ELECTRONICS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
BRO;BROWN & BROWN INC;Financials;Equity;United States;New York Stock Exchange Inc.
NVR;NVR INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
VRSN;VERISIGN INC;Information Technology;Equity;United States;NASDAQ
KEY;KEYCORP;Financials;Equity;United States;New York Stock Exchange Inc.
IP;INTERNATIONAL PAPER;Materials;Equity;United States;New York Stock Exchange Inc.
ALAB;ASTERA LABS INC;Information Technology;Equity;United States;NASDAQ
TPL;TEXAS PACIFIC LAND CORP;Energy;Equity;United States;New York Stock Exchange Inc.
DGX;QUEST DIAGNOSTICS INC;Health Care;Equity;United States;New York Stock Exchange Inc.
AMCR;AMCOR PLC;Materials;Equity;United States;New York Stock Exchange Inc.
TEAM;ATLASSIAN CORP CLASS A;Information Technology;Equity;United States;NASDAQ
SBAC;SBA COMMUNICATIONS REIT CORP CLASS;Real Estate;Equity;United States;NASDAQ
UTHR;UNITED THERAPEUTICS CORP;Health Care;Equity;United States;NASDAQ
WRB;WR BERKLEY CORP;Financials;Equity;United States;New York Stock Exchange Inc.
RKT;ROCKET COMPANIES INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
NTAP;NETAPP INC;Information Technology;Equity;United States;NASDAQ
PKG;PACKAGING CORP OF AMERICA;Materials;Equity;United States;New York Stock Exchange Inc.
KHC;KRAFT HEINZ;Consumer Staples;Equity;United States;NASDAQ
CRDO;CREDO TECHNOLOGY GROUP HOLDING LTD;Information Technology;Equity;United States;NASDAQ
ZS;ZSCALER INC;Information Technology;Equity;United States;NASDAQ
BAM;BROOKFIELD ASSET MANAGEMENT VOTING;Financials;Equity;Canada;New York Stock Exchange Inc.
USFD;US FOODS HOLDING CORP;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
GPC;GENUINE PARTS;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
WWD;WOODWARD INC;Industrials;Equity;United States;NASDAQ
DOW;DOW INC;Materials;Equity;United States;New York Stock Exchange Inc.
EXAS;EXACT SCIENCES CORP;Health Care;Equity;United States;NASDAQ
NVT;NVENT ELECTRIC PLC;Industrials;Equity;United States;New York Stock Exchange Inc.
HEIA;HEICO CORP CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
BWXT;BWX TECHNOLOGIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
WY;WEYERHAEUSER REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
SNA;SNAP ON INC;Industrials;Equity;United States;New York Stock Exchange Inc.
BURL;BURLINGTON STORES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
DD;DUPONT DE NEMOURS INC;Materials;Equity;United States;New York Stock Exchange Inc.
FWONK;LIBERTY MEDIA FORMULA ONE SERIES C;Communication;Equity;United States;NASDAQ
FCNCA;FIRST CITIZENS BANCSHARES INC CLAS;Financials;Equity;United States;NASDAQ
TSN;TYSON FOODS INC CLASS A;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
ENTG;ENTEGRIS INC;Information Technology;Equity;United States;NASDAQ
SCCO;SOUTHERN COPPER CORP;Materials;Equity;Peru;New York Stock Exchange Inc.
SGI;SOMNIGROUP INTERNATIONAL INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
HPQ;HP INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
PTC;PTC INC;Information Technology;Equity;United States;NASDAQ
LULU;LULULEMON ATHLETICA INC;Consumer Discretionary;Equity;United States;NASDAQ
PODD;INSULET CORP;Health Care;Equity;United States;NASDAQ
RS;RELIANCE STEEL & ALUMINUM;Materials;Equity;United States;New York Stock Exchange Inc.
L;LOEWS CORP;Financials;Equity;United States;New York Stock Exchange Inc.
IFF;INTERNATIONAL FLAVORS & FRAGRANCES;Materials;Equity;United States;New York Stock Exchange Inc.
EVRG;EVERGY INC;Utilities;Equity;United States;NASDAQ
SSNC;SS AND C TECHNOLOGIES HOLDINGS INC;Industrials;Equity;United States;NASDAQ
KTOS;KRATOS DEFENSE AND SECURITY SOLUTI;Industrials;Equity;United States;NASDAQ
ROL;ROLLINS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
FN;FABRINET;Information Technology;Equity;United States;New York Stock Exchange Inc.
PNR;PENTAIR;Industrials;Equity;United States;New York Stock Exchange Inc.
TWLO;TWILIO INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
RVMD;REVOLUTION MEDICINES INC;Health Care;Equity;United States;NASDAQ
NXT;NEXTPOWER INC CLASS A;Industrials;Equity;United States;NASDAQ
GPN;GLOBAL PAYMENTS INC;Financials;Equity;United States;New York Stock Exchange Inc.
HII;HUNTINGTON INGALLS INDUSTRIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
APTV;APTIV PLC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
ZBH;ZIMMER BIOMET HOLDINGS INC;Health Care;Equity;United States;New York Stock Exchange Inc.
JLL;JONES LANG LASALLE INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
XPO;XPO INC;Industrials;Equity;United States;New York Stock Exchange Inc.
ATI;ATI INC;Industrials;Equity;United States;New York Stock Exchange Inc.
HOLX;HOLOGIC INC;Health Care;Equity;United States;NASDAQ
WST;WEST PHARMACEUTICAL SERVICES INC;Health Care;Equity;United States;New York Stock Exchange Inc.
AFRM;AFFIRM HOLDINGS INC CLASS A;Financials;Equity;United States;NASDAQ
FTV;FORTIVE CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
LNT;ALLIANT ENERGY CORP;Utilities;Equity;United States;NASDAQ
TYL;TYLER TECHNOLOGIES INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
MRNA;MODERNA INC;Health Care;Equity;United States;NASDAQ
TRMB;TRIMBLE INC;Information Technology;Equity;United States;NASDAQ
THC;TENET HEALTHCARE CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
HL;HECLA MINING;Materials;Equity;United States;New York Stock Exchange Inc.
J;JACOBS SOLUTIONS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
NLY;ANNALY CAPITAL MANAGEMENT REIT INC;Financials;Equity;United States;New York Stock Exchange Inc.
TLN;TALEN ENERGY CORP;Utilities;Equity;United States;NASDAQ
COO;COOPER INC;Health Care;Equity;United States;NASDAQ
LVS;LAS VEGAS SANDS CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CDW;CDW CORP;Information Technology;Equity;United States;NASDAQ
IT;GARTNER INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
INCY;INCYTE CORP;Health Care;Equity;United States;NASDAQ
INVH;INVITATION HOMES INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
ESS;ESSEX PROPERTY TRUST REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
FFIV;F5 INC;Information Technology;Equity;United States;NASDAQ
CHTR;CHARTER COMMUNICATIONS INC CLASS A;Communication;Equity;United States;NASDAQ
MKSI;MKS INC;Information Technology;Equity;United States;NASDAQ
JBHT;JB HUNT TRANSPORT SERVICES INC;Industrials;Equity;United States;NASDAQ
RPRX;ROYALTY PHARMA PLC CLASS A;Health Care;Equity;United States;NASDAQ
EWBC;EAST WEST BANCORP INC;Financials;Equity;United States;NASDAQ
BALL;BALL CORP;Materials;Equity;United States;New York Stock Exchange Inc.
RBC;RBC BEARINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
TXT;TEXTRON INC;Industrials;Equity;United States;New York Stock Exchange Inc.
TRU;TRANSUNION;Industrials;Equity;United States;New York Stock Exchange Inc.
ITT;ITT INC;Industrials;Equity;United States;New York Stock Exchange Inc.
VTRS;VIATRIS INC;Health Care;Equity;United States;NASDAQ
LII;LENNOX INTERNATIONAL INC;Industrials;Equity;United States;New York Stock Exchange Inc.
MKC;MCCORMICK & CO NON-VOTING INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
SATS;ECHOSTAR CORP CLASS A;Communication;Equity;United States;NASDAQ
CF;CF INDUSTRIES HOLDINGS INC;Materials;Equity;United States;New York Stock Exchange Inc.
MAA;MID AMERICA APARTMENT COMMUNITIES;Real Estate;Equity;United States;New York Stock Exchange Inc.
CG;CARLYLE GROUP INC;Financials;Equity;United States;NASDAQ
SUI;SUN COMMUNITIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
APG;API GROUP CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
SMCI;SUPER MICRO COMPUTER INC;Information Technology;Equity;United States;NASDAQ
MTZ;MASTEC INC;Industrials;Equity;United States;New York Stock Exchange Inc.
PFGC;PERFORMANCE FOOD GROUP;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
BG;BUNGE GLOBAL SA;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
CDE;COEUR MINING INC;Materials;Equity;United States;New York Stock Exchange Inc.
AA;ALCOA CORP;Materials;Equity;United States;New York Stock Exchange Inc.
FOXA;FOX CORP CLASS A;Communication;Equity;United States;NASDAQ
CRS;CARPENTER TECHNOLOGY CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
WPC;W. P. CAREY REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
IEX;IDEX CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
MLI;MUELLER INDUSTRIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
LECO;LINCOLN ELECTRIC HOLDINGS INC;Industrials;Equity;United States;NASDAQ
NDSN;NORDSON CORP;Industrials;Equity;United States;NASDAQ
CSL;CARLISLE COMPANIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
DECK;DECKERS OUTDOOR CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
IONQ;IONQ INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
GGG;GRACO INC;Industrials;Equity;United States;New York Stock Exchange Inc.
DKNG;DRAFTKINGS INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
HUBS;HUBSPOT INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
TOST;TOAST INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
AVY;AVERY DENNISON CORP;Materials;Equity;United States;New York Stock Exchange Inc.
PNFP;PINNACLE FINANCIAL PARTNERS INC;Financials;Equity;United States;New York Stock Exchange Inc.
MTSI;MACOM TECHNOLOGY SOLUTIONS INC;Information Technology;Equity;United States;NASDAQ
ALLE;ALLEGION PLC;Industrials;Equity;United States;New York Stock Exchange Inc.
FNF;FIDELITY NATIONAL FINANCIAL INC;Financials;Equity;United States;New York Stock Exchange Inc.
CACI;CACI INTERNATIONAL INC CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
TOL;TOLL BROTHERS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
MAS;MASCO CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
HEI;HEICO CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
AKAM;AKAMAI TECHNOLOGIES INC;Information Technology;Equity;United States;NASDAQ
TTD;TRADE DESK INC CLASS A;Communication;Equity;United States;NASDAQ
WCC;WESCO INTERNATIONAL INC;Industrials;Equity;United States;New York Stock Exchange Inc.
OKTA;OKTA INC CLASS A;Information Technology;Equity;United States;NASDAQ
KIM;KIMCO REALTY REIT CORP;Real Estate;Equity;United States;New York Stock Exchange Inc.
RPM;RPM INTERNATIONAL INC;Materials;Equity;United States;New York Stock Exchange Inc.
RL;RALPH LAUREN CORP CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
EG;EVEREST GROUP LTD;Financials;Equity;United States;New York Stock Exchange Inc.
TKO;TKO GROUP HOLDINGS INC CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
PEN;PENUMBRA INC;Health Care;Equity;United States;New York Stock Exchange Inc.
BLD;TOPBUILD CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
GDDY;GODADDY INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
QXO;QXO INC;Industrials;Equity;United States;New York Stock Exchange Inc.
NBIX;NEUROCRINE BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
CLX;CLOROX;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
MEDP;MEDPACE HOLDINGS INC;Health Care;Equity;United States;NASDAQ
GH;GUARDANT HEALTH INC;Health Care;Equity;United States;NASDAQ
DKS;DICKS SPORTING INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RNR;RENAISSANCERE HOLDING LTD;Financials;Equity;United States;New York Stock Exchange Inc.
EVR;EVERCORE INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
